Year	Month	Date	Time	IP	URL
2018	12	23	170501	211.*.176.47	-
2018	12	23	72000	122.*.164.39	-
2018	12	23	71501	110.*.129.170	-
2018	12	23	114000	125.*.170.2	-
2018	12	23	54500	211.*.140.174	-
2018	12	23	121502	221.*.0.210	-
2018	12	23	120500	59.*.20.1	-
2018	12	23	203501	115.*.178.185	-
2018	12	23	192501	27.*.70.74	-
2018	12	23	130001	106.*.255.250	-
2018	12	23	111502	103.*.135.91	-
2018	12	23	204002	112.*.175.197	-
2018	12	23	60002	160.*.161.10	-
2018	12	23	190000	112.*.175.197	-
2018	12	23	91002	27.*.106.213	-
2018	12	23	183500	222.*.60.210	-
2018	12	23	32001	125.*.201.41	-
2018	12	23	191500	121.*.153.165	-
2018	12	23	13000	116.*.138.73	-
2018	12	23	212003	112.*.180.4	-
2018	12	23	53502	211.*.1.107	-
2018	12	23	25000	115.*.122.161	-
2018	12	23	114501	116.*.138.77	-
2018	12	23	50500	222.*.220.163	-
2018	12	23	210003	116.*.138.73	-
2018	12	23	80502	61.*.92.8	-
2018	12	23	24501	106.*.233.114	-
2018	12	23	80500	14.*.2.90	-
2018	12	23	234502	115.*.238.134	-
2018	12	23	114000	125.*.170.2	-
2018	12	23	15002	218.*.64.36	-
2018	12	23	234501	211.*.78.130	-
2018	12	23	160000	27.*.127.165	-
2018	12	23	204500	218.*.86.176	-
2018	12	23	62501	27.*.112.83	-
2018	12	23	121001	218.*.201.157	-
2018	12	23	210501	122.*.202.81	-
2018	12	23	192001	210.*.109.134	-
2018	12	23	161002	118.*.144.30	-
2018	12	23	113000	175.*.114.52	-
2018	12	23	12502	218.*.58.92	-
2018	12	23	164502	203.*.236.54	-
2018	12	23	140501	49.*.172.150	-
2018	12	23	52000	110.*.129.170	-
2018	12	23	130001	106.*.255.250	-
2018	12	23	234502	115.*.238.134	-
2018	12	23	225502	175.*.146.182	-
2018	12	23	63004	116.*.138.74	-
2018	12	23	164500	218.*.59.213	-
2018	12	23	234501	114.*.35.158	-
2018	12	23	170000	118.*.42.211	-
2018	12	23	143001	218.*.54.184	-
2018	12	23	143000	101.*.95.94	-
2018	12	23	63501	123.*.151.93	-
2018	12	23	192501	218.*.64.36	-
2018	12	23	154000	222.*.255.89	-
2018	12	23	62504	211.*.1.107	-
2018	12	23	84001	218.*.200.114	-
2018	12	23	183000	116.*.138.78	-
2018	12	23	123002	112.*.76.163	-
2018	12	23	160500	103.*.134.180	-
2018	12	23	185001	112.*.255.18	-
2018	12	23	90003	110.*.129.170	-
2018	12	23	223501	61.*.55.131	-
2018	12	23	145501	180.*.62.156	-
2018	12	23	21501	110.*.129.170	-
2018	12	23	200501	118.*.238.133	-
2018	12	23	90503	125.*.201.3	-
2018	12	23	35000	1.*.26.13	-
2018	12	23	32503	61.*.5.224	-
2018	12	23	85503	112.*.143.87	-
2018	12	23	80500	58.*.254.244	-
2018	12	23	195502	118.*.238.133	-
2018	12	23	43502	112.*.249.122	-
2018	12	23	235001	1.*.29.77	-
2018	12	23	124500	52.*.74.4	-
2018	12	23	154502	103.*.220.11	-
2018	12	23	195501	116.*.138.73	-
2018	12	23	65500	210.*.58.10	-
2018	12	23	45501	211.*.252.34	-
2018	12	23	11002	211.*.78.130	-
2018	12	23	165000	14.*.133.188	-
2018	12	23	42500	110.*.129.170	-
2018	12	23	132003	203.*.213.64	-
2018	12	23	165001	1.*.83.241	-
2018	12	23	215000	121.*.3.135	-
2018	12	23	155002	121.*.177.250	-
2018	12	23	153502	222.*.9.68	-
2018	12	23	94001	218.*.111.175	-
2018	12	23	94503	119.*.209.9	-
2018	12	23	32501	114.*.50.3	-
2018	12	23	121001	218.*.201.157	-
2018	12	23	214500	112.*.180.4	-
2018	12	23	202500	222.*.44.151	-
2018	12	23	10002	58.*.29.39	-
2018	12	23	102500	49.*.51.146	-
2018	12	23	171002	210.*.20.141	-
2018	12	23	51502	180.*.133.147	-
2018	12	23	214500	112.*.180.4	-
2018	12	23	132501	210.*.149.84	-
2018	12	23	215003	1.*.236.27	-
2018	12	23	141000	175.*.19.35	-
2018	12	23	164501	121.*.177.250	-
2018	12	23	130500	112.*.175.197	-
2018	12	23	125004	121.*.61.88	-
2018	12	23	122001	222.*.225.115	-
2018	12	23	182501	211.*.225.138	-
2018	12	23	103501	119.*.32.165	-
2018	12	23	174501	27.*.66.218	-
2018	12	23	32502	175.*.19.40	-
2018	12	23	80502	211.*.1.19	-
2018	12	23	5503	220.*.205.12	-
2018	12	23	25001	121.*.213.206	-
2018	12	23	175501	222.*.128.50	-
2018	12	23	72502	61.*.75.20	-
2018	12	23	102001	121.*.153.165	-
2018	12	23	75000	1.*.71.145	-
2018	12	23	93000	101.*.28.2	-
2018	12	23	24001	218.*.64.56	-
2018	12	23	142000	124.*.87.137	-
2018	12	23	34001	14.*.178.68	-
2018	12	23	174000	1.*.217.37	-
2018	12	23	195502	118.*.238.133	-
2018	12	23	1000	52.*.72.146	-
2018	12	23	71501	222.*.63.182	-
2018	12	23	211002	27.*.64.19	-
2018	12	23	125003	52.*.74.4	-
2018	12	23	95500	112.*.233.252	-
2018	12	23	123500	211.*.13.171	-
2018	12	23	1502	110.*.131.107	-
2018	12	23	1501	27.*.113.17	-
2018	12	23	221000	210.*.14.43	-
2018	12	23	121500	119.*.14.3	-
2018	12	23	35501	218.*.59.213	-
2018	12	23	52001	175.*.168.157	-
2018	12	23	205502	175.*.146.182	-
2018	12	23	221000	1.*.116.141	-
2018	12	23	160000	211.*.78.130	-
2018	12	23	33000	218.*.64.45	-
2018	12	23	202000	211.*.229.150	-
2018	12	23	220001	175.*.146.182	-
2018	12	23	11501	116.*.138.78	-
2018	12	23	181501	115.*.166.3	-
2018	12	23	125000	121.*.2.155	-
2018	12	23	111002	118.*.118.24	-
2018	12	23	113501	211.*.1.3	-
2018	12	23	53502	61.*.75.20	-
2018	12	23	22503	180.*.56.197	-
2018	12	23	210500	125.*.154.143	-
2018	12	23	103001	27.*.107.156	-
2018	12	23	202001	222.*.220.163	-
2018	12	23	55001	222.*.128.50	-
2018	12	23	150500	27.*.70.74	-
2018	12	23	231501	210.*.58.10	-
2018	12	23	233500	115.*.178.185	-
2018	12	23	191000	125.*.196.119	-
2018	12	23	102002	110.*.128.6	-
2018	12	23	1002	211.*.252.34	-
2018	12	23	120003	175.*.177.241	-
2018	12	23	150500	114.*.43.225	-
2018	12	23	114000	211.*.231.130	-
2018	12	23	185500	121.*.121.9	-
2018	12	23	164501	121.*.177.250	-
2018	12	23	72502	218.*.64.59	-
2018	12	23	195501	27.*.70.74	-
2018	12	23	223001	211.*.229.150	-
2018	12	23	81503	222.*.91.18	-
2018	12	23	223501	61.*.55.131	-
2018	12	23	11002	222.*.197.5	-
2018	12	23	51002	211.*.1.105	-
2018	12	23	24500	218.*.64.36	-
2018	12	23	63004	211.*.76.14	-
2018	12	23	224002	125.*.112.90	-
2018	12	23	141502	121.*.87.218	-
2018	12	23	131502	39.*.6.41	-
2018	12	23	215001	14.*.19.245	-
2018	12	23	72500	59.*.199.54	-
2018	12	23	155001	203.*.236.54	-
2018	12	23	103503	101.*.114.131	-
2018	12	23	232503	210.*.181.71	-
2018	12	23	73502	115.*.96.82	-
2018	12	23	71501	110.*.129.170	-
2018	12	23	204502	123.*.151.93	-
2018	12	23	173001	27.*.114.33	-
2018	12	23	25001	211.*.1.161	-
2018	12	23	90503	125.*.201.3	-
2018	12	23	173003	211.*.231.130	-
2018	12	23	34501	222.*.44.151	-
2018	12	23	144500	218.*.201.157	-
2018	12	23	192002	116.*.138.77	-
2018	12	23	70500	58.*.57.10	-
2018	12	23	45500	118.*.144.30	-
2018	12	23	152001	110.*.129.170	-
2018	12	23	44001	218.*.64.36	-
2018	12	23	124501	58.*.17.147	-
2018	12	23	221001	118.*.33.73	-
2018	12	23	23503	116.*.138.73	-
2018	12	23	233501	125.*.196.112	-
2018	12	23	85503	110.*.129.170	-
2018	12	23	234500	112.*.223.146	-
2018	12	23	232000	211.*.231.130	-
2018	12	23	214000	112.*.175.197	-
2018	12	23	120501	219.*.33.112	-
2018	12	23	83000	61.*.5.224	-
2018	12	23	203003	61.*.179.201	-
2018	12	23	135500	203.*.236.54	-
2018	12	23	150001	114.*.43.225	-
2018	12	23	84003	211.*.24.121	-
2018	12	23	185001	160.*.161.10	-
2018	12	23	142502	222.*.255.89	-
2018	12	23	163000	175.*.69.8	-
2018	12	23	112001	218.*.86.176	-
2018	12	23	35000	211.*.184.119	-
2018	12	23	202503	211.*.231.130	-
2018	12	23	153501	121.*.61.15	-
2018	12	23	25002	1.*.192.82	-
2018	12	23	14502	1.*.21.123	-
2018	12	23	14500	118.*.249.50	-
2018	12	23	170500	211.*.176.47	-
2018	12	23	52001	101.*.95.94	-
2018	12	23	173001	121.*.79.152	-
2018	12	23	140001	59.*.20.1	-
2018	12	23	111501	116.*.138.77	-
2018	12	24	230000	1.*.219.196	-
2018	12	24	102003	122.*.163.8	-
2018	12	24	215000	114.*.35.158	-
2018	12	24	230001	211.*.237.81	-
2018	12	24	203502	116.*.138.76	-
2018	12	24	144501	218.*.136.1	-
2018	12	24	45003	211.*.1.107	-
2018	12	24	112001	121.*.177.250	-
2018	12	24	230503	121.*.61.15	-
2018	12	24	141003	112.*.175.197	-
2018	12	24	215501	218.*.6.68	-
2018	12	24	70500	211.*.237.99	-
2018	12	24	141502	211.*.37.42	-
2018	12	24	215500	218.*.64.36	-
2018	12	24	53501	114.*.185.93	-
2018	12	24	61001	122.*.163.8	-
2018	12	24	40001	218.*.64.36	-
2018	12	24	150002	218.*.54.184	-
2018	12	24	81001	58.*.57.15	-
2018	12	24	1501	222.*.27.248	-
2018	12	24	192001	14.*.85.108	-
2018	12	24	90002	112.*.7.241	-
2018	12	24	65501	61.*.230.35	-
2018	12	24	32502	222.*.27.248	-
2018	12	24	232001	116.*.42.142	-
2018	12	24	92000	218.*.5.136	-
2018	12	24	81000	222.*.146.27	-
2018	12	24	180001	218.*.58.92	-
2018	12	24	73000	61.*.94.3	-
2018	12	24	100001	222.*.27.248	-
2018	12	24	90001	114.*.50.3	-
2018	12	24	232002	52.*.77.133	-
2018	12	24	122502	182.*.85.238	-
2018	12	24	5000	211.*.123.242	-
2018	12	24	130500	112.*.175.197	-
2018	12	24	95502	222.*.133.214	-
2018	12	24	215002	121.*.122.90	-
2018	12	24	73503	180.*.204.93	-
2018	12	24	231502	112.*.180.4	-
2018	12	24	144502	61.*.52.145	-
2018	12	24	135500	180.*.19.55	-
2018	12	24	114000	58.*.254.244	-
2018	12	24	13000	211.*.25.21	-
2018	12	24	22505	210.*.20.141	-
2018	12	24	183001	61.*.86.72	-
2018	12	24	90001	121.*.87.218	-
2018	12	24	223001	58.*.13.83	-
2018	12	24	223001	210.*.122.202	-
2018	12	24	175501	121.*.160.231	-
2018	12	24	224502	121.*.96.167	-
2018	12	24	141500	211.*.211.96	-
2018	12	24	174001	211.*.252.34	-
2018	12	24	115502	27.*.107.156	-
2018	12	24	75502	220.*.205.12	-
2018	12	24	150501	183.*.79.62	-
2018	12	24	161001	115.*.166.3	-
2018	12	24	162002	115.*.166.3	-
2018	12	24	15002	59.*.205.178	-
2018	12	24	71502	175.*.69.50	-
2018	12	24	225501	61.*.166.232	-
2018	12	24	212504	1.*.10.93	-
2018	12	24	214501	119.*.200.219	-
2018	12	24	72501	210.*.9.60	-
2018	12	24	202001	39.*.240.131	-
2018	12	24	165501	211.*.29.189	-
2018	12	24	195000	112.*.217.102	-
2018	12	24	123002	106.*.255.250	-
2018	12	24	10500	125.*.196.112	-
2018	12	24	233001	211.*.151.131	-
2018	12	24	122502	125.*.217.196	-
2018	12	24	72000	160.*.161.4	-
2018	12	24	44500	210.*.20.141	-
2018	12	24	232002	116.*.138.71	-
2018	12	24	35001	221.*.138.51	-
2018	12	24	163501	52.*.37.21	-
2018	12	24	53000	180.*.52.221	-
2018	12	24	52501	61.*.55.131	-
2018	12	24	221000	180.*.56.197	-
2018	12	24	115000	211.*.1.55	-
2018	12	24	123502	116.*.155.27	-
2018	12	24	205001	58.*.13.83	-
2018	12	24	235500	112.*.188.139	-
2018	12	24	62003	59.*.178.1	-
2018	12	24	43503	27.*.64.19	-
2018	12	24	115502	211.*.234.40	-
2018	12	24	92500	1.*.249.174	-
2018	12	24	164000	222.*.27.248	-
2018	12	24	202503	211.*.151.131	-
2018	12	24	35002	211.*.225.138	-
2018	12	24	70000	121.*.170.3	-
2018	12	24	171500	211.*.122.33	-
2018	12	24	220001	121.*.181.195	-
2018	12	24	124001	222.*.24.5	-
2018	12	24	205002	210.*.9.60	-
2018	12	24	201001	211.*.1.3	-
2018	12	24	82000	119.*.67.143	-
2018	12	24	221001	116.*.138.76	-
2018	12	24	63002	14.*.85.108	-
2018	12	24	62003	121.*.93.252	-
2018	12	24	82501	183.*.79.62	-
2018	12	24	115000	211.*.1.152	-
2018	12	24	122502	101.*.95.94	-
2018	12	24	95500	125.*.201.41	-
2018	12	24	44003	121.*.160.231	-
2018	12	24	145500	210.*.14.31	-
2018	12	24	35501	115.*.122.134	-
2018	12	24	181001	14.*.29.42	-
2018	12	24	230001	112.*.175.197	-
2018	12	24	23501	58.*.216.102	-
2018	12	24	122500	1.*.10.210	-
2018	12	24	170001	222.*.225.115	-
2018	12	24	63501	175.*.146.182	-
2018	12	24	65501	211.*.1.155	-
2018	12	24	215501	220.*.208.151	-
2018	12	24	73000	121.*.213.206	-
2018	12	24	15002	211.*.176.47	-
2018	12	24	191000	1.*.116.141	-
2018	12	24	124003	121.*.192.25	-
2018	12	24	13002	222.*.225.10	-
2018	12	24	115000	114.*.50.3	-
2018	12	24	213502	61.*.89.234	-
2018	12	24	80002	27.*.203.185	-
2018	12	24	114000	58.*.61.46	-
2018	12	24	140000	118.*.238.133	-
2018	12	24	170501	58.*.254.244	-
2018	12	24	1	210.*.58.10	-
2018	12	24	151501	121.*.160.231	-
2018	12	24	223001	121.*.128.206	-
2018	12	24	70501	1.*.116.141	-
2018	12	24	103002	112.*.91.130	-
2018	12	24	55501	61.*.189.14	-
2018	12	24	152500	116.*.138.71	-
2018	12	24	5001	115.*.178.185	-
2018	12	24	42501	110.*.129.170	-
2018	12	24	190501	222.*.225.115	-
2018	12	24	42000	175.*.19.35	-
2018	12	24	194001	211.*.229.150	-
2018	12	24	22505	210.*.20.141	-
2018	12	24	171501	121.*.153.165	-
2018	12	24	230001	112.*.175.197	-
2018	12	24	233500	58.*.57.10	-
2018	12	24	21500	222.*.33.102	-
2018	12	24	194001	211.*.241.190	-
2018	12	24	122502	210.*.109.134	-
2018	12	24	30503	182.*.85.238	-
2018	12	24	62500	210.*.14.31	-
2018	12	24	42003	1.*.236.27	-
2018	12	24	190501	210.*.9.60	-
2018	12	24	131500	121.*.62.182	-
2018	12	24	171001	180.*.62.156	-
2018	12	24	52002	106.*.255.250	-
2018	12	24	122500	222.*.255.89	-
2018	12	24	165002	220.*.202.72	-
2018	12	24	181002	116.*.138.73	-
2018	12	24	103000	103.*.135.91	-
2018	12	24	21502	115.*.178.185	-
2018	12	24	1002	115.*.238.134	-
2018	12	24	195503	121.*.246.139	-
2018	12	24	174000	222.*.225.115	-
2018	12	24	182502	210.*.174.237	-
2018	12	24	110002	211.*.1.152	-
2018	12	24	115500	59.*.101.105	-
2018	12	24	210503	112.*.233.252	-
2018	12	24	214001	58.*.57.15	-
2018	12	24	214003	58.*.187.240	-
2018	12	24	80500	116.*.138.74	-
2018	12	24	4000	14.*.148.34	-
2018	12	24	182502	112.*.236.170	-
2018	12	24	503	14.*.148.34	-
2018	12	24	2501	101.*.95.94	-
2018	12	24	84001	61.*.5.224	-
2018	12	24	203500	118.*.42.211	-
2018	12	24	221001	27.*.64.19	-
2018	12	24	10001	220.*.202.72	-
2018	12	24	33000	125.*.198.20	-
2018	12	24	14001	114.*.103.117	-
2018	12	24	210003	121.*.128.171	-
2018	12	24	4001	116.*.138.78	-
2018	12	24	30503	182.*.85.238	-
2018	12	24	12000	115.*.178.185	-
2018	12	24	75502	1.*.249.174	-
2018	12	24	121002	211.*.37.42	-
2018	12	24	90002	27.*.113.176	-
2018	12	24	194500	27.*.102.194	-
2018	12	24	175000	112.*.238.158	-
2018	12	24	122501	119.*.32.165	-
2018	12	24	150002	218.*.54.184	-
2018	12	24	221001	58.*.187.240	-
2018	12	24	62003	122.*.164.39	-
2018	12	24	231002	211.*.231.130	-
2018	12	24	22506	203.*.236.54	-
2018	12	24	103501	58.*.61.46	-
2018	12	24	220501	27.*.102.247	-
2018	12	24	94501	118.*.249.50	-
2018	12	24	30501	175.*.177.241	-
2018	12	24	70500	218.*.201.157	-
2018	12	24	35000	222.*.27.248	-
2018	12	24	45003	121.*.170.3	-
2018	12	24	190500	119.*.32.165	-
2018	12	24	142503	61.*.52.145	-
2018	12	24	5001	121.*.187.55	-
2018	12	24	223002	27.*.255.227	-
2018	12	24	110000	52.*.77.133	-
2018	12	24	214501	125.*.198.20	-
2018	12	24	64502	27.*.114.33	-
2018	12	24	21502	121.*.66.114	-
2018	12	24	134000	58.*.187.240	-
2018	12	24	80500	210.*.14.31	-
2018	12	24	75502	1.*.249.174	-
2018	12	24	221002	211.*.241.190	-
2018	12	24	3501	1.*.49.136	-
2018	12	24	214002	58.*.13.83	-
2018	12	24	101002	180.*.19.55	-
2018	12	24	140500	114.*.185.93	-
2018	12	24	20502	103.*.124.40	-
2018	12	24	132002	1.*.21.123	-
2018	12	24	124000	211.*.37.42	-
2018	12	24	233504	175.*.114.52	-
2018	12	24	52000	218.*.201.157	-
2018	12	24	44501	210.*.109.134	-
2018	12	24	223501	58.*.216.102	-
2018	12	24	193503	112.*.217.102	-
2018	12	24	120001	121.*.170.3	-
2018	12	24	52501	106.*.255.250	-
2018	12	24	180001	27.*.113.65	-
2018	12	24	233000	121.*.160.231	-
2018	12	24	102003	222.*.44.151	-
2018	12	24	133502	180.*.52.221	-
2018	12	24	112501	61.*.3.50	-
2018	12	24	2	61.*.89.234	-
2018	12	24	143002	52.*.74.4	-
2018	12	24	131000	121.*.62.182	-
2018	12	24	55500	180.*.192.126	-
2018	12	24	155001	114.*.185.93	-
2018	12	24	215000	114.*.35.158	-
2018	12	24	192000	27.*.102.247	-
2018	12	24	165502	61.*.52.145	-
2018	12	24	30502	211.*.13.182	-
2018	12	24	204500	58.*.216.102	-
2018	12	24	2503	112.*.7.241	-
2018	12	24	44501	1.*.192.149	-
2018	12	24	81001	211.*.231.130	-
2018	12	24	143002	116.*.224.129	-
2018	12	24	233500	211.*.151.131	-
2018	12	24	501	122.*.164.39	-
2018	12	24	194002	114.*.43.225	-
2018	12	24	213500	121.*.160.231	-
2018	12	24	32501	118.*.225.210	-
2018	12	24	200000	182.*.85.238	-
2018	12	24	14001	114.*.103.117	-
2018	12	24	121000	61.*.94.3	-
2018	12	24	140501	183.*.79.62	-
2018	12	24	90002	27.*.113.176	-
2018	12	24	62500	27.*.106.213	-
2018	12	24	111500	27.*.113.176	-
2018	12	24	124002	210.*.114.244	-
2018	12	24	195500	121.*.199.164	-
2018	12	24	103000	112.*.175.197	-
2018	12	24	54502	222.*.225.10	-
2018	12	24	105500	110.*.129.170	-
2018	12	24	85502	211.*.24.121	-
2018	12	24	121500	211.*.1.158	-
2018	12	24	31503	119.*.32.165	-
2018	12	24	3502	119.*.32.165	-
2018	12	24	120002	211.*.151.131	-
2018	12	24	142502	211.*.66.127	-
2018	12	24	101501	101.*.95.94	-
2018	12	24	145500	103.*.134.180	-
2018	12	24	221502	182.*.203.182	-
2018	12	24	170501	218.*.201.157	-
2018	12	24	185002	112.*.236.170	-
2018	12	24	122502	210.*.109.134	-
2018	12	24	84502	218.*.33.210	-
2018	12	24	125001	218.*.64.56	-
2018	12	24	100501	180.*.204.93	-
2018	12	24	52501	61.*.55.131	-
2018	12	24	100001	222.*.27.248	-
2018	12	24	92001	103.*.135.91	-
2018	12	24	140502	218.*.54.184	-
2018	12	24	41001	218.*.243.126	-
2018	12	24	125000	218.*.54.184	-
2018	12	24	63000	106.*.255.250	-
2018	12	24	13002	52.*.66.126	-
2018	12	24	3501	115.*.238.134	-
2018	12	24	70500	218.*.201.157	-
2018	12	24	52502	119.*.209.9	-
2018	12	24	152502	115.*.238.134	-
2018	12	24	144001	180.*.56.132	-
2018	12	24	2503	220.*.208.151	-
2018	12	24	41000	119.*.200.219	-
2018	12	24	44501	210.*.109.134	-
2018	12	24	173000	121.*.87.218	-
2018	12	24	83503	110.*.129.170	-
2018	12	24	32502	112.*.175.197	-
2018	12	24	210002	203.*.236.54	-
2018	12	24	230500	210.*.225.242	-
2018	12	24	120003	210.*.14.28	-
2018	12	24	192500	112.*.238.158	-
2018	12	24	205503	119.*.239.192	-
2018	12	24	140002	1.*.21.123	-
2018	12	24	60002	110.*.128.6	-
2018	12	24	191501	218.*.201.157	-
2018	12	24	171000	118.*.229.67	-
2018	12	24	202500	210.*.122.202	-
2018	12	24	220501	27.*.102.247	-
2018	12	24	60002	1.*.191.161	-
2018	12	24	2503	203.*.148.42	-
2018	12	24	151001	218.*.6.68	-
2018	12	24	103002	112.*.91.130	-
2018	12	24	81500	116.*.138.72	-
2018	12	24	234001	112.*.106.71	-
2018	12	24	45503	203.*.19.215	-
2018	12	24	154500	211.*.206.66	-
2018	12	24	103501	61.*.5.224	-
2018	12	24	151001	218.*.6.68	-
2018	12	24	142000	123.*.77.214	-
2018	12	24	180501	27.*.113.65	-
2018	12	24	194000	218.*.64.59	-
2018	12	24	95500	180.*.52.221	-
2018	12	24	61501	61.*.55.131	-
2018	12	24	2502	27.*.113.108	-
2018	12	24	10502	210.*.14.43	-
2018	12	24	225001	58.*.29.39	-
2018	12	24	62000	175.*.177.241	-
2018	12	24	194501	103.*.183.203	-
2018	12	24	113001	220.*.208.151	-
2018	12	24	40002	175.*.177.241	-
2018	12	24	90500	211.*.1.151	-
2018	12	24	223500	211.*.84.115	-
2018	12	24	202501	118.*.33.73	-
2018	12	24	164000	112.*.104.71	-
2018	12	24	54500	222.*.108.117	-
2018	12	24	151502	1.*.227.25	-
2018	12	24	195000	218.*.64.45	-
2018	12	24	125001	59.*.178.1	-
2018	12	24	163003	211.*.176.47	-
2018	12	24	152002	121.*.3.135	-
2018	12	24	225002	218.*.6.68	-
2018	12	24	140001	121.*.3.139	-
2018	12	24	75500	103.*.220.2	-
2018	12	24	91501	211.*.1.152	-
2018	12	24	133501	61.*.189.14	-
2018	12	24	124500	210.*.20.141	-
2018	12	24	140000	210.*.109.134	-
2018	12	24	233000	39.*.158.229	-
2018	12	24	101001	222.*.225.115	-
2018	12	24	204001	121.*.170.3	-
2018	12	24	162000	61.*.52.145	-
2018	12	24	201501	160.*.161.4	-
2018	12	24	155001	203.*.238.163	-
2018	12	24	75000	117.*.14.162	-
2018	12	24	43502	220.*.208.151	-
2018	12	24	125501	211.*.1.19	-
2018	12	24	1501	219.*.33.112	-
2018	12	24	231001	27.*.64.19	-
2018	12	24	103502	116.*.138.71	-
2018	12	24	11500	182.*.85.238	-
2018	12	24	85003	27.*.64.19	-
2018	12	24	155500	218.*.111.175	-
2018	12	24	101003	61.*.5.224	-
2018	12	24	62002	121.*.93.252	-
2018	12	24	224502	211.*.24.121	-
2018	12	24	91500	61.*.3.50	-
2018	12	24	231001	27.*.64.19	-
2018	12	24	205002	61.*.94.3	-
2018	12	24	81500	27.*.113.176	-
2018	12	24	133503	121.*.147.32	-
2018	12	24	63000	27.*.203.209	-
2018	12	24	213000	114.*.50.3	-
2018	12	24	53500	112.*.106.71	-
2018	12	24	84000	211.*.1.155	-
2018	12	24	173000	118.*.33.73	-
2018	12	24	44003	121.*.160.231	-
2018	12	24	60002	121.*.105.145	-
2018	12	24	72000	116.*.138.78	-
2018	12	24	135501	211.*.1.154	-
2018	12	24	55501	14.*.133.188	-
2018	12	24	165500	14.*.2.90	-
2018	12	24	232001	211.*.138.35	-
2018	12	24	50000	14.*.85.108	-
2018	12	24	111502	211.*.215.218	-
2018	12	24	500	203.*.238.163	-
2018	12	24	195501	118.*.144.30	-
2018	12	24	13500	219.*.33.112	-
2018	12	24	161500	14.*.2.90	-
2018	12	24	224501	220.*.208.151	-
2018	12	24	235000	121.*.61.88	-
2018	12	24	215501	112.*.175.197	-
2018	12	24	234502	106.*.13.69	-
2018	12	24	1502	115.*.178.185	-
2018	12	24	51000	222.*.63.182	-
2018	12	24	195501	121.*.199.164	-
2018	12	24	235503	211.*.231.130	-
2018	12	24	144501	61.*.189.14	-
2018	12	24	13501	180.*.204.93	-
2018	12	24	150000	222.*.225.10	-
2018	12	24	200500	222.*.133.214	-
2018	12	24	220001	112.*.233.252	-
2018	12	24	202503	211.*.151.131	-
2018	12	24	114500	112.*.248.197	-
2018	12	24	174501	211.*.237.99	-
2018	12	24	20000	211.*.66.127	-
2018	12	24	202500	210.*.122.202	-
2018	12	24	101000	116.*.138.78	-
2018	12	24	131500	52.*.34.254	-
2018	12	24	50003	61.*.189.14	-
2018	12	24	225003	121.*.177.250	-
2018	12	24	101502	27.*.106.213	-
2018	12	24	112001	182.*.85.238	-
2018	12	24	134002	114.*.50.3	-
2018	12	24	83002	110.*.129.170	-
2018	12	24	44500	211.*.225.138	-
2018	12	24	115500	115.*.122.134	-
2018	12	24	122501	59.*.254.222	-
2018	12	24	1002	115.*.238.134	-
2018	12	24	112002	112.*.255.18	-
2018	12	24	173002	211.*.1.155	-
2018	12	24	235501	61.*.55.131	-
2018	12	24	101501	220.*.122.130	-
2018	12	24	183500	211.*.1.151	-
2018	12	24	40002	119.*.32.165	-
2018	12	24	44500	210.*.20.141	-
2018	12	24	190502	121.*.177.250	-
2018	12	24	55000	116.*.138.74	-
2018	12	24	173002	211.*.1.155	-
2018	12	24	213500	211.*.114.22	-
2018	12	24	233500	211.*.151.131	-
2018	12	24	22002	106.*.255.250	-
2018	12	24	221002	218.*.201.157	-
2018	12	24	54500	222.*.108.117	-
2018	12	24	135501	211.*.1.152	-
2018	12	24	21002	211.*.47.4	-
2018	12	24	191501	112.*.238.158	-
2018	12	24	12002	121.*.147.110	-
2018	12	24	21500	222.*.33.102	-
2018	12	24	161501	1.*.49.136	-
2018	12	24	103002	211.*.76.14	-
2018	12	24	140001	61.*.37.155	-
2018	12	24	73501	222.*.27.248	-
2018	12	24	151500	220.*.37.1	-
2018	12	24	20501	119.*.209.9	-
2018	12	24	25502	121.*.177.250	-
2018	12	24	203001	180.*.56.132	-
2018	12	24	174001	220.*.205.12	-
2018	12	24	103002	112.*.91.130	-
2018	12	24	94500	116.*.138.76	-
2018	12	24	124000	222.*.128.50	-
2018	12	24	61003	125.*.201.41	-
2018	12	24	65500	61.*.230.35	-
2018	12	24	154501	61.*.52.145	-
2018	12	24	122501	59.*.254.222	-
2018	12	24	165501	121.*.3.135	-
2018	12	24	210501	222.*.24.78	-
2018	12	24	35501	118.*.219.156	-
2018	12	24	115000	211.*.1.55	-
2018	12	24	203500	103.*.183.203	-
2018	12	24	233002	121.*.147.32	-
2018	12	24	162001	27.*.64.19	-
2018	12	24	102003	27.*.113.176	-
2018	12	24	211501	27.*.102.247	-
2018	12	24	154001	112.*.104.71	-
2018	12	24	142502	211.*.32.1	-
2018	12	24	61501	61.*.55.131	-
2018	12	24	161501	1.*.49.136	-
2018	12	24	80002	27.*.203.185	-
2018	12	24	11000	122.*.164.39	-
2018	12	24	121000	121.*.231.134	-
2018	12	24	31503	211.*.37.42	-
2018	12	24	13500	218.*.30.14	-
2018	12	24	101001	180.*.52.221	-
2018	12	24	162502	218.*.58.92	-
2018	12	24	61502	218.*.30.14	-
2018	12	24	212502	121.*.170.3	-
2018	12	24	70500	27.*.99.172	-
2018	12	24	101000	222.*.225.115	-
2018	12	24	113501	211.*.1.3	-
